record_id,record_type,display_name,one_line_description,full_description,full_description_or_source_reference,description_status,prerequisites_readable,acquisition_route,source_attribution,restriction_explanation,advanced,source_provenance,record_commitment_sha256
tianxia.sphere.equipment,sphere,Equipment,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:27134,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:27134,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.equipment""}","{""source_anchor"":""line:27134"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",64d86918992ca84f0cbd4acd958ceef34b53e7655f052b8b4b150004bf221018
tianxia.sphere.fate,sphere,Fate,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:27756,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:27756,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.fate""}","{""source_anchor"":""line:27756"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",70f1bcaef5e373c56a2734dcb3a3886a9c13d78bfb492478759fb7cc9e928d64
tianxia.sphere.fire,sphere,Fire,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:29412,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:29412,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.fire""}","{""source_anchor"":""line:29412"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",7e82d0cc44a194e937b1d0442f9cf011c1f11623bf23418a2ae54557e600bcab
tianxia.sphere.flowers,sphere,Flowers,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:30503,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:30503,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.flowers""}","{""source_anchor"":""line:30503"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",756f67305a39f1d5a124aade2719f1fac14eb96d6f4a55b4f37d794b35700483
tianxia.sphere.flowing_river,sphere,Flowing River,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:31500,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:31500,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.flowing_river""}","{""source_anchor"":""line:31500"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",74e9dd80810f7f4cac30790f83dc9eddcbc1827a8e84359228b1186e39fb7bc7
tianxia.sphere.force,sphere,Force,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:32208,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:32208,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.force""}","{""source_anchor"":""line:32208"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",807c51ceb02ae6ffca85aeaeae8d7e597769ce5de027f380efe7029bf4291440
tianxia.sphere.formations,sphere,Formations,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:33542,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:33542,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.formations""}","{""source_anchor"":""line:33542"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",159a50f8217359da6dbdf8afdb37384d997778eefbc2d7336d0c7138c8648578
tianxia.sphere.glass,sphere,Glass,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:34879,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:34879,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.glass""}","{""source_anchor"":""line:34879"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c0c7d75d14e2e6efc2ea8e99a859f8732c4bcbb48ceef9d469901f2efc06fb7b
tianxia.sphere.gravity,sphere,Gravity,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:35945,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:35945,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.gravity""}","{""source_anchor"":""line:35945"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",6d885b3c3876180cc0ce38676ae91258d106a4b90353d69ca20bf3bd6f1bbe88
tianxia.sphere.guardian,sphere,Guardian,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:37171,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:37171,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.guardian""}","{""source_anchor"":""line:37171"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",493cb3fb9e03f754047b6fe0e0b28002ed0e4e74fdffa336305d08f2c8f624b3
tianxia.sphere.harvesting_gathering,sphere,Harvesting Gathering,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:38361,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:38361,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.harvesting_gathering""}","{""source_anchor"":""line:38361"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c7ee0e3094cd7ccf9ef93764c0b8d989aeb71f7e9e18be2ce0208e361b3ec07b
tianxia.sphere.hunger,sphere,Hunger,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:40722,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:40722,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.hunger""}","{""source_anchor"":""line:40722"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",82d62e4665529b2c805a55569c2c4413705b0778dc9abb6b90e0233517df222c
tianxia.sphere.ice,sphere,Ice,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:42128,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:42128,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.ice""}","{""source_anchor"":""line:42128"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",758e96abd104b36ff968d4bc30409dc72600908c6e33608002627908e769ae56
tianxia.sphere.illusion,sphere,Illusion,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:43154,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:43154,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.illusion""}","{""source_anchor"":""line:43154"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",7ae199021010dbaef46adf2d94a9d84d935c935df148ceddd7dd259baa1a533d
tianxia.sphere.imbuement,sphere,Imbuement,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:44445,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:44445,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.imbuement""}","{""source_anchor"":""line:44445"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",11e0063d2b37da90df5db49ec18bb4acf5a9afb6785e7cb5727a5c94263c6872
tianxia.sphere.ink,sphere,Ink,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:45470,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:45470,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.ink""}","{""source_anchor"":""line:45470"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",e48786b7eba37f0801fd19b15a01a04623f1e569a5dca792fe2a4076b589b84d
tianxia.sphere.iron_fist,sphere,Iron Fist,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:46618,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:46618,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.iron_fist""}","{""source_anchor"":""line:46618"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",18a0f88379587d532954875e98c5938b18164c3b28b115105b3bfc37613a1d7a
tianxia.sphere.jester,sphere,Jester,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:48004,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:48004,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.jester""}","{""source_anchor"":""line:48004"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",cadcd2436aa3d7298666faa41a1951ff243fa4fc047ba066fdc2447f5fb3a30a
tianxia.sphere.karma,sphere,Karma,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:49138,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:49138,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.karma""}","{""source_anchor"":""line:49138"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",33c4f2ea78ef19d7c006a4acd18e3ed1789952c3f25927629cfc70b7d10c3eb7
tianxia.sphere.life,sphere,Life,,,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:50688,SOURCE_TEXT_AVAILABLE_BUT_PROJECTION_MISSING,Sphere acquisition prerequisites are governed by character advancement/training authority.,"[""sphere-acquisition""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:50688,ordinary_or_unspecified,"{""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""tianxia.sphere.life""}","{""source_anchor"":""line:50688"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a50be68b635582914833610f0ad813f113847b287cb8995377eb62a84624ccae
